ResponseID,AB_parcid,Transect,Front_fruit,Back_fruit,Other_fruit,Fruit_any,Front_evergreen,Back_evergreen,Other_evergreen,Everg_any,Front_decid,Back_decid,Other_decid,Decid_any,Front_vegbirds,Back_vegbirds,Other_vegbirds,Vegbird_any,Front_native,Back_native,Other_native,Native_any,Front_sum,Front_sum8,Back_sum,Back_sum8,Watering,Fertilizing,Insecticide,Herbicide,Collecting_rain,Water_feature,Brushpile,Encl_compost,Birdhouse,Birdfeeder,FEED_byfreq,WFI,SimpleWFI,WFIx,DOG_out,CAT_out,Birdawareness,ESTLOWCLEAN,ESTLOWCLEAN_BLANKS,ESTLOWCLEAN_mean,ESTLOWCLEAN_BL_SQRT,VALUE_A,VALUE_B,VALUE_C,VALUE_D,VALUE_E,VALUE_F,VALUE_G,VALUE_H,VALUE_I,VALUE_J,VALUE_K,ANNOY_A,ANNOY_B,ANNOY_C,ANNOY_D,ANNOY_E,ANNOY_F,ANNOY_G,ANNOY_H,ANNOY_I,ANNOY_J,AllValScore,AllValScore_blank,AllValScore_mean,AllValScore_bl_transf,Years_Chi,Years_home,Over18,Under18,Age,Age_blank,Age_mean,RentOwn,Edu,Edu_NA,Gender,Race,Income,Income_blank,Income_mean,SR_near4,AMCR.CT,AMGO.CT,AMRO.CT,BAOR.CT,BCCH.CT,BGGN.CT,BHCO.CT,BLJA.CT,BRTH.CT,CEDW.CT,CHSP.CT,COGR.CT,COYE.CT,DOWO.CT,EAPH.CT,EAWP.CT,EUCD.CT,EUST.CT,GCFL.CT,GRCA.CT,HAWO.CT,HOFI.CT,HOSP.CT,HOWR.CT,INBU.CT,MODO.CT,NOCA.CT,NOFL.CT,RBWO.CT,REVI.CT,RHWO.CT,RWBL.CT,SCTA.CT,SOSP.CT,SWSP.CT,WBNU.CT,YWAR.CT,SR_near4_bin,Native_near4,Exotic_near4,Mig_near4,Res_near4,NT_near4,I_near4,Feeder_near4,Colorful_near4,WFI_200m,SimpWFI_200m,WFIx_200m,FS8_200m,BS8_200m,FS_200m,BS_200m,n_200mparcels
451,1492,Sibley,NA,NA,NA,0,1,1,NA,1,1,1,NA,1,NA,NA,NA,0,NA,NA,NA,0,4,4,5,5,1,1,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,10,10,10,3.16227766,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,4,4,4,1.414213562,,,NA,NA,NA,,55.01,,NA,3.4,,NA,NA,,3.51,9,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,9,7,2,6,3,8,5,7,3,5.769230769,1.230769231,2,3.923076923,4.076923077,3.769230769,3.923076923,13
452,1477,Sibley,NA,NA,NA,0,NA,NA,NA,0,1,NA,NA,1,NA,NA,NA,0,NA,NA,NA,0,4,4,1,1,1,1,0,0,0,1,0,1,0,1,1,5,2,2,1,0,0,5,5,5,2.236067977,5,5,4,5,3,5,5,4,4,5,5,1,1,1,1,2,1,3,1,1,1,4.619047619,4.619047619,4.619047619,1.175139303,50,11,3,2,50,50,50,Own,2,2,Female,1,NA,,3.51,11,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,11,9,2,7,4,10,7,9,3,5.083333333,0.75,1.583333333,3.5,4,3.333333333,3.75,12
453,730,Sibley,NA,NA,NA,0,NA,NA,NA,0,1,1,NA,1,1,NA,NA,1,1,NA,NA,1,4,6,3,3,1,1,0,0,0,1,0,0,1,1,1,8,3,4,0,0,1,8,8,8,2.828427125,5,4,4,5,5,5,5,3,5,5,5,1,1,1,1,1,1,1,1,1,1,4.80952381,4.80952381,4.80952381,1.091089451,45,19,1,0,45,45,45,Own,5,5,Male ,1,2,2,2,10,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,7,3,5,5,10,5,10,5,5.071428571,0.714285714,1.428571429,3.5,3.785714286,3.357142857,3.428571429,14
454,1494,Sibley,NA,NA,NA,0,NA,NA,NA,0,1,NA,NA,1,NA,NA,NA,0,NA,NA,NA,0,3,3,2,2,1,1,0,0,0,0,0,0,0,1,1,4,1,1,0,0,3,4,4,4,2,4,4,4,3,4,3,4,3,4,3,4,2,2,2,2,2,2,2,2,2,2,3.80952381,3.80952381,3.80952381,1.48002574,54,21,3,0,54,54,54,Own,2,2,Female,1,NA,,3.51,11,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,11,9,2,7,4,10,7,9,3,5.166666667,0.833333333,1.666666667,3.583333333,3.916666667,3.416666667,3.666666667,12
455,1495,Sibley,NA,1,NA,1,1,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,NA,NA,0,3,3,6,7,1,1,0,1,0,0,0,0,0,1,0,7,1,3,1,0,1,5,5,5,2.236067977,5,5,5,5,4,5,5,5,NA,5,5,1,1,1,1,4,3,2,2,2,2,4.5,4.5,4.5,1.224744871,11,6,2,0,38,38,38,Own,5,5,Female,1,4,4,4,11,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,11,9,2,7,4,10,7,9,3,4.428571429,0.571428571,1.285714286,3.571428571,2.857142857,3.428571429,2.714285714,7
457,1472,Sibley,NA,1,NA,1,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,5,NA,,9.56,,5,5,5,5,5,5,5,5,5,5,5,1,3,1,3,2,1,2,1,1,3,4.619047619,4.619047619,4.619047619,1.175139303,65,20,2,0,60,60,60,Own,NA,3.4,,1,NA,,3.51,11,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,11,9,2,7,4,10,7,9,3,5,0.714285714,1.571428571,3.857142857,3.714285714,3.714285714,3.428571429,7
458,941,Sibley,NA,1,NA,1,NA,NA,NA,0,1,1,NA,1,NA,NA,NA,0,NA,NA,NA,0,2,2,3,3,1,1,1,1,0,0,0,0,0,0,0,3,0,1,1,0,0,10,10,10,3.16227766,4,4,3,3,4,3,4,3,3,3,NA,2,2,3,2,5,3,5,3,3,3,3.15,3.15,3.15,1.688194302,53,11,4,0,57,57,57,Own,5,5,Male ,1,NA,,3.51,11,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,11,9,2,7,4,10,7,9,3,5,0.714285714,1.571428571,3.714285714,3.428571429,3.571428571,3.142857143,7
459,938,Sibley,NA,1,NA,1,1,NA,NA,1,NA,1,1,1,NA,NA,NA,0,1,1,1,1,4,5,5,6,1,1,0,0,0,1,0,0,0,0,0,7,1,2,0,0,6,15,15,15,3.872983346,5,5,2,5,2,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,4.714285714,4.714285714,4.714285714,1.133893419,49,38,2,0,74,74,74,Own,5,5,Female,3,4,4,4,11,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,11,9,2,7,4,10,7,9,3,4.666666667,0.666666667,1.444444444,3.555555556,3.333333333,3.555555556,3.222222222,9
460,847,Sibley,1,1,NA,1,1,NA,NA,1,1,1,1,1,NA,NA,NA,0,1,1,1,1,4,5,3,4,1,1,0,0,0,1,1,0,0,1,0,9,3,4,1,0,5,8,8,8,2.828427125,5,5,4,5,NA,4,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3.9,3.9,3.9,1.449137675,66,50,1,0,66,66,66,Own,2,2,Female,1,2,2,2,14,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,14,11,3,8,6,13,8,12,6,6.5,1.388888889,2.388888889,4.388888889,4.555555556,4.111111111,4.055555556,18
461,1483,Sibley,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,0,1,NA,NA,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,5,5,5,2.236067977,4,4,3,3,3,3,4,3,3,3,3,2,2,2,2,4,2,2,2,2,2,3.523809524,3.523809524,3.523809524,1.573591585,16,1,2,0,22,22,22,Own,2,2,Male ,1,3,3,3,14,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,14,11,3,8,6,13,8,12,6,6.55,1.5,2.45,4.2,4.7,3.9,4.15,20
462,875,Sibley,NA,NA,NA,0,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,0,NA,1,NA,1,4,4,3,4,1,1,0,1,0,0,0,0,0,0,0,5,0,0,0,0,1,6,6,6,2.449489743,4,4,NA,NA,NA,NA,4,NA,NA,4,4,1,1,3,1,3,2,3,2,2,2,4,4,4,1.414213562,48,24,2,0,84,84,84,Own,3,3,Male ,1,2,2,2,12,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12,10,2,7,5,11,7,10,5,6.666666667,1.666666667,2.611111111,4.111111111,4.611111111,3.777777778,4.166666667,18
463,882,Sibley,1,1,NA,1,1,NA,NA,1,1,1,NA,1,NA,NA,NA,0,NA,NA,NA,0,5,5,5,5,1,1,1,1,0,1,0,0,1,1,1,8,3,4,0,0,5,5,5,5,2.236067977,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,4,2,2,2,2,3,2.238095238,2.238095238,2.238095238,1.939563034,57,22,2,0,57,57,57,Own,1,1,Male ,1,3,3,3,12,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12,10,2,7,5,11,7,10,5,6.166666667,1.333333333,2.111111111,4.222222222,4.277777778,3.944444444,3.944444444,18
464,1455,Sibley,NA,1,NA,1,1,NA,NA,1,1,1,NA,1,NA,1,NA,1,NA,1,NA,1,4,4,5,7,NA,1,0,0,NA,1,0,0,0,0,0,8,1,3,1,0,2,12,12,12,3.464101615,4,4,4,4,4,4,4,4,4,4,4,1,1,4,4,4,2,4,1,4,NA,3.65,3.65,3.65,1.532970972,,,NA,NA,NA,,55.01,,NA,3.4,,NA,NA,,3.51,14,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,14,11,3,8,6,13,8,12,6,6.555555556,1.5,2.444444444,4.444444444,4.388888889,4.111111111,3.944444444,18
465,846,Sibley,NA,NA,NA,0,1,1,NA,1,1,1,NA,1,NA,NA,NA,0,NA,NA,NA,0,5,5,5,5,1,1,1,1,0,1,0,0,1,1,1,7,3,3,0,0,0,50,50,50,7.071067812,5,5,5,5,4,4,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,4.904761905,4.904761905,4.904761905,1.046536237,80,55,NA,NA,NA,,55.01,Own,NA,3.4,,NA,NA,,3.51,14,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,14,11,3,8,6,13,8,12,6,6.647058824,1.411764706,2.470588235,4.470588235,4.529411765,4.117647059,3.941176471,17
466,838,Sibley,1,1,NA,1,1,1,NA,1,1,1,NA,1,1,1,NA,1,1,NA,NA,1,6,8,6,7,1,NA,0,0,1,1,0,0,1,1,1,10,3,5,1,0,0,30,30,30,5.477225575,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,5,5,5,1,74,48,1,0,74,74,74,Own,2,2,Female,1,1,1,1,14,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,14,11,3,8,6,13,8,12,6,6.5625,1.5,2.4375,4.3125,4.3125,4.0625,3.75,16
467,836,Sibley,NA,1,NA,1,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,0,NA,NA,NA,0,5,5,4,4,1,1,1,0,0,1,0,0,1,NA,0,7,2,3,1,0,2,6,6,6,2.449489743,5,5,4,4,5,5,5,4,4,4,4,1,1,1,1,4,2,3,2,2,2,4.285714286,4.285714286,4.285714286,1.309307341,,40,2,0,NA,,55.01,Own,NA,3.4,Female,1,NA,,3.51,14,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,14,11,3,8,6,13,8,12,6,6.733333333,1.533333333,2.533333333,4.6,4.466666667,4.2,3.8,15
468,1448,Sibley,NA,NA,NA,0,1,1,NA,1,1,1,NA,1,NA,1,NA,1,NA,NA,NA,0,3,3,5,6,1,1,1,1,0,1,0,0,1,1,1,8,3,4,1,0,6,25,25,25,5,5,5,4,5,4,5,5,5,4,5,5,1,1,1,1,1,1,1,1,1,1,4.857142857,4.857142857,4.857142857,1.069044968,48,13,2,0,48,48,48,Own,5,5,Male ,1,5,5,5,14,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,14,11,3,8,6,13,8,12,6,6.111111111,1.222222222,2.111111111,4.666666667,3.888888889,4.222222222,3.388888889,18
469,793,Sibley,NA,1,NA,1,1,NA,NA,1,1,1,NA,1,NA,1,NA,1,NA,NA,NA,0,5,5,5,6,1,1,1,1,0,0,0,0,0,0,0,6,0,2,0,0,3,20,20,20,4.472135955,5,3,4,4,4,4,4,4,4,4,4,2,3,4,2,4,3,3,2,2,4,3.571428571,3.571428571,3.571428571,1.558387445,72,25,3,0,72,72,72,Own,1,1,Male ,1,3,3,3,14,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,14,11,3,8,6,13,8,12,6,6.117647059,1.294117647,2.117647059,4.647058824,3.705882353,4.176470588,3.235294118,17
470,837,Sibley,NA,NA,NA,0,1,NA,NA,1,1,1,NA,1,NA,NA,NA,0,NA,NA,NA,0,5,5,4,4,1,1,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,2,2,2,1.414213562,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,4.476190476,4.476190476,4.476190476,1.2344268,40,18,1,0,NA,,55.01,,NA,3.4,,NA,NA,,3.51,14,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,14,11,3,8,6,13,8,12,6,6.9375,1.6875,2.75,4.5,4.5,4.125,3.875,16
471,1449,Sibley,NA,NA,NA,0,NA,NA,NA,0,1,1,NA,1,NA,NA,NA,0,NA,NA,NA,0,2,2,4,4,1,1,1,1,0,0,0,0,1,1,1,5,2,2,0,0,0,10,10,10,3.16227766,4,4,3,3,4,2,4,3,4,2,3,3,4,3,3,3,3,3,3,3,3,3.095238095,3.095238095,3.095238095,1.704336207,26,1,1,0,26,26,26,Rent ,3,3,Male ,1,NA,,3.51,10,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,7,3,5,5,10,5,10,5,4.333333333,0.444444444,0.888888889,3.555555556,2.888888889,3.333333333,2.888888889,9
472,1446,Sibley,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,0,NA,NA,NA,0,6,6,2,2,1,1,0,0,0,0,0,0,0,0,0,5,0,1,0,0,3,4,4,4,2,3,4,4,3,4,2,4,3,4,2,4,2,3,2,2,2,2,4,2,2,2,3.523809524,3.523809524,3.523809524,1.573591585,38,8,2,2,38,38,38,Own,5,5,Female,1,5,5,5,10,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,7,3,5,5,10,5,10,5,5.133333333,0.866666667,1.533333333,3.4,3.733333333,3.133333333,3.4,15
473,729,Sibley,NA,NA,NA,0,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,0,NA,NA,NA,0,5,5,0,0,0,1,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,10,10,10,3.16227766,3,3,4,3,4,4,3,3,4,4,4,2,2,4,3,4,3,4,3,3,4,3.19047619,3.19047619,3.19047619,1.67616342,77,36,1,0,77,77,77,Own,1,1,Male ,NA,2,2,2,10,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,7,3,5,5,10,5,10,5,4.833333333,0.666666667,1.333333333,3.666666667,3.5,3.416666667,3.333333333,12
474,1452,Sibley,NA,NA,NA,0,NA,NA,NA,0,1,NA,NA,1,NA,NA,NA,0,NA,NA,NA,0,4,4,2,2,1,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,3,8,8,8,2.828427125,5,4,5,4,4,3,4,4,4,4,5,1,1,1,1,4,2,2,2,3,2,4.142857143,4.142857143,4.142857143,1.362770288,61,16,3,0,61,61,61,Own,3,3,Female,1,4,4,4,10,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,7,3,5,5,10,5,10,5,5.266666667,0.866666667,1.6,3.533333333,3.733333333,3.266666667,3.4,15
475,696,Sibley,NA,NA,NA,0,NA,1,NA,1,1,NA,NA,1,NA,NA,NA,0,NA,NA,NA,0,2,2,4,4,1,1,0,0,0,1,0,0,0,0,0,5,1,1,0,0,0,NA,,9.56,,5,4,5,4,4,2,5,3,3,3,4,1,1,2,1,2,2,3,1,1,1,4.142857143,4.142857143,4.142857143,1.362770288,70,25,4,0,75,75,75,Own,3,3,Male ,1,3,3,3,10,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,7,3,5,5,10,5,10,5,4.333333333,0.555555556,1,3.555555556,2.888888889,3.333333333,2.888888889,9
476,721,Sibley,NA,1,NA,1,1,1,NA,1,NA,1,NA,1,NA,NA,NA,0,NA,NA,NA,0,3,3,6,6,1,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,2,3,3,3,1.732050808,4,4,NA,4,4,NA,4,4,4,4,4,1,1,2,2,3,3,2,3,3,3,3.842105263,3.842105263,3.842105263,1.468977446,15,3,2,2,36,36,36,Own,5,5,Female,1,NA,,3.51,10,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,7,3,5,5,10,5,10,5,4.636363636,0.727272727,1.181818182,3.727272727,2.727272727,3.454545455,2.636363636,11
477,757,Sibley,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,2,2,3,3,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,2,1.414213562,2,2,3,3,NA,3,2,NA,4,4,4,2,2,3,2,4,2,1,NA,2,3,3.333333333,3.333333333,3.333333333,1.632993162,48,30,1,0,78,78,78,Own,1,1,Female,1,NA,,3.51,10,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,7,3,5,5,10,5,10,5,5.333333333,0.866666667,1.6,3.666666667,3.666666667,3.4,3.333333333,15
478,246,Bonita,NA,1,NA,1,1,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,NA,NA,0,4,4,6,7,1,1,1,1,NA,1,NA,NA,1,NA,0,8,2,4,0,0,2,10,10,10,3.16227766,5,5,4,5,5,4,4,5,4,5,5,1,1,1,1,1,1,1,1,1,1,4.80952381,4.80952381,4.80952381,1.091089451,20,18,NA,NA,NA,,55.01,,NA,3.4,,NA,NA,,3.51,7,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,5,2,5,2,7,4,6,3,4.909090909,0.909090909,1.272727273,3.818181818,3.818181818,3.454545455,3.363636364,11
479,2041,Bonita,NA,1,NA,1,1,NA,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1,3,3,4,6,1,1,1,0,0,1,1,1,0,1,1,10,3,5,0,0,0,NA,,9.56,,4,5,4,4,3,4,4,5,4,5,4,3,3,3,4,4,4,2,2,2,2,3.666666667,3.666666667,3.666666667,1.527525232,40,9,2,0,75,75,75,Own,1,1,Male ,1,1,1,1,7,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,5,2,5,2,7,4,6,3,4.8,0.9,1.3,4,3.8,3.7,3.5,10
480,209,Bonita,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,0,1,NA,NA,1,4,5,1,1,0,1,1,0,0,0,0,0,0,0,0,5,0,1,0,0,1,3,3,3,1.732050808,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,4,3,3,NA,NA,NA,3.777777778,3.777777778,3.777777778,1.490711985,40,18,1,NA,62,62,62,Own,3,3,Male ,1,1,1,1,7,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,5,2,5,2,7,4,6,3,5.125,1,1.625,3.5,4.125,3.375,3.625,8
481,204,Bonita,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,1,1,2,2,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,1,10,10,10,3.16227766,4,4,3,4,NA,3,4,3,3,3,4,2,2,3,3,4,3,3,2,NA,4,3.315789474,3.315789474,3.315789474,1.638356044,20,1,NA,NA,50,50,50,Own,5,5,Female,1,NA,,3.51,7,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,5,2,5,2,7,4,6,3,5.5,1,1.75,4,4,3.75,3.5,8
482,454,Everett,NA,1,1,1,1,1,NA,1,NA,NA,NA,0,NA,NA,NA,0,1,1,1,1,3,4,4,5,1,1,0,0,0,0,0,0,0,1,1,6,1,2,0,0,3,9,9,9,3,4,5,4,5,5,4,5,5,5,5,5,1,2,1,1,4,1,2,1,1,1,4.619047619,4.619047619,4.619047619,1.175139303,64,12,2,0,64,64,64,Rent ,3,3,,1,NA,,3.51,10,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10,9,1,6,4,8,6,7,5,6.083333333,1.416666667,2.25,4,3.5,3.666666667,3.083333333,12
483,222,Bonita,NA,NA,NA,0,1,NA,NA,1,1,1,NA,1,NA,NA,NA,0,NA,NA,NA,0,3,3,3,3,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,4,4,2,4,4,4,4,4,3,4,4,4,3,4,2,2,2,2,2,2,2,2,2,2,3.904761905,3.904761905,3.904761905,1.447493729,1,1,NA,NA,NA,,55.01,,NA,3.4,,NA,NA,,3.51,7,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,5,2,5,2,7,4,6,3,4,0.5,0.833333333,3.833333333,3,3.5,2.833333333,6
484,225,Bonita,1,NA,NA,1,1,1,NA,1,1,NA,NA,1,NA,NA,NA,0,1,1,NA,1,6,7,4,5,1,1,NA,1,NA,0,0,1,0,0,0,6,0,1,1,0,0,4,4,4,2,4,3,4,3,4,1,5,4,4,3,4,2,4,2,2,3,3,3,2,2,2,3.523809524,3.523809524,3.523809524,1.573591585,50,14,2,0,50,50,50,Own,4,4,Female,1,NA,,3.51,7,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,5,2,5,2,7,4,6,3,5,1,1.625,3.25,3.625,3.125,3.25,8
485,637,Everett,1,NA,1,1,NA,1,NA,1,1,1,1,1,NA,NA,NA,0,NA,NA,NA,0,3,3,2,2,0,1,1,0,0,0,0,0,0,0,0,4,0,1,1,0,0,6,6,6,2.449489743,4,4,3,3,5,3,5,3,4,3,3,2,2,2,2,5,3,3,2,2,2,3.571428571,3.571428571,3.571428571,1.558387445,7,5,2,0,35,35,35,Own,3,3,Male ,1,4,4,4,10,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10,9,1,6,4,8,6,7,5,6.6,1.5,2.5,4.5,4.2,4,3.6,10
486,218,Bonita,NA,NA,NA,0,1,1,NA,1,1,1,NA,1,NA,NA,NA,0,NA,NA,NA,0,3,3,4,4,1,1,1,1,0,0,1,0,0,0,0,4,1,1,0,0,2,NA,,9.56,,NA,NA,NA,NA,4,4,4,4,NA,4,NA,2,2,2,2,3,2,2,2,2,3,3.866666667,3.866666667,3.866666667,1.460593487,81,44,2,0,81,81,81,Own,3,3,Male ,1,NA,,3.51,7,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,5,2,5,2,7,4,6,3,5.25,0.875,1.625,3.75,3.75,3.5,3.25,8
487,77,Bonita,NA,1,NA,1,NA,NA,NA,0,1,1,NA,1,NA,NA,NA,0,1,1,NA,1,4,5,4,5,1,1,0,0,0,0,0,1,1,0,0,6,1,2,1,0,4,5,5,5,2.236067977,5,5,5,3,4,NA,4,4,4,5,4,1,1,1,1,4,2,4,1,1,2,4.25,4.25,4.25,1.322875656,43,8,2,4,48,48,48,Own,5,5,Female,1,5,5,5,9,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,9,8,1,6,3,7,6,7,3,5.2,0.9,1.1,4.1,4.5,3.8,4,10
488,611,Everett,1,NA,NA,1,1,NA,NA,1,1,NA,1,1,NA,NA,NA,0,NA,NA,NA,0,4,4,1,1,1,1,NA,NA,0,1,0,0,0,0,0,6,1,2,0,0,5,8,8,8,2.828427125,5,4,NA,4,4,3,NA,3,3,3,4,2,2,NA,2,3,2,4,3,2,2,3.611111111,3.611111111,3.611111111,1.545603083,73,53,2,0,73,73,73,Own,1,1,Female,1,1,1,1,10,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10,9,1,6,4,8,6,7,5,6.083333333,1.416666667,2.25,4,3.833333333,3.583333333,3.333333333,12
